"PROBEID","SYMBOL","GENENAME"
"43818","231397_at","PLPPR5","phospholipid phosphatase related 5"
"43819","231398_at","SLC22A7","solute carrier family 22 member 7"
"43820","231399_at","RAB3IP","RAB3A interacting protein"
"43821","231400_s_at",NA,NA
"43822","231401_s_at","MLX","MAX dimerization protein MLX"
"43823","231402_at","LOC100507507","uncharacterized LOC100507507"
"43824","231403_at","TRIO","trio Rho guanine nucleotide exchange factor"
"43825","231404_at","SPTY2D1OS","SPTY2D1 opposite strand"
"43826","231405_at","SPACA7","sperm acrosome associated 7"
"43827","231406_at","ORAI2","ORAI calcium release-activated calcium modulator 2"
"43828","231407_s_at","FOXH1","forkhead box H1"
"43829","231408_at","TMEM92","transmembrane protein 92"
"43830","231409_at",NA,NA
"43831","231410_at",NA,NA
"43832","231411_at","LHFPL6","LHFPL tetraspan subfamily member 6"
"43833","231412_at","LOC101929709","uncharacterized LOC101929709"
"43834","231413_at",NA,NA
"43835","231414_at","LOC100505555","uncharacterized LOC100505555"
"43836","231415_at","BUD23","BUD23 rRNA methyltransferase and ribosome maturation factor"
"43837","231416_at","DHDH","dihydrodiol dehydrogenase"
"43838","231417_at",NA,NA
"43839","231418_at","MS4A1","membrane spanning 4-domains A1"
"43840","231419_at","LOC100505555","uncharacterized LOC100505555"
"43841","231419_at","ZNF846","zinc finger protein 846"
"43842","231420_at","GGN","gametogenetin"
"43843","231421_at","LINC00710","long intergenic non-protein coding RNA 710"
"43844","231422_x_at","TYSND1","trypsin domain containing 1"
"43845","231423_s_at","ANKRD16","ankyrin repeat domain 16"
"43846","231424_at","SLC5A12","solute carrier family 5 member 12"
"43847","231425_at","PLCZ1","phospholipase C zeta 1"
"43848","231426_at",NA,NA
"43849","231427_at","LINC01686","long intergenic non-protein coding RNA 1686"
"43850","231428_at",NA,NA
"43851","231429_at","TRABD2A","TraB domain containing 2A"
"43852","231430_at","FAM181B","family with sequence similarity 181 member B"
"43853","231431_s_at","INAFM2","InaF motif containing 2"
"43854","231432_at",NA,NA
"43855","231433_at","LOC100506929","uncharacterized LOC100506929"
"43856","231434_at","LOC100505841","zinc finger protein 474-like"
"43857","231435_at","LLCFC1","LLLL and CFNLAS motif containing 1"
"43858","231436_at","LOC101928134","uncharacterized LOC101928134"
"43859","231437_at","SLC35D2","solute carrier family 35 member D2"
"43860","231438_x_at","CDH8","cadherin 8"
"43861","231439_at","LRATD1","LRAT domain containing 1"
"43862","231440_at","LINC00943","long intergenic non-protein coding RNA 943"
"43863","231441_at","TEX47","testis expressed 47"
"43864","231442_at","ZPBP2","zona pellucida binding protein 2"
"43865","231443_at","ELFN1-AS1","ELFN1 antisense RNA 1"
"43866","231444_at","MIR7515","microRNA 7515"
"43867","231444_at","MIR7515HG","MIR7515 host gene"
"43868","231445_at","PAX1","paired box 1"
"43869","231446_at","LINC02366","long intergenic non-protein coding RNA 2366"
"43870","231447_at","LINC00851","long intergenic non-protein coding RNA 851"
"43871","231448_at","ADAD1","adenosine deaminase domain containing 1"
"43872","231449_at",NA,NA
"43873","231450_at",NA,NA
"43874","231451_s_at",NA,NA
"43875","231452_at","PLAAT5","phospholipase A and acyltransferase 5"
"43876","231453_at","CFAP97D1","CFAP97 domain containing 1"
"43877","231454_at","PLAC4","placenta enriched 4"
"43878","231455_at","LINC00487","long intergenic non-protein coding RNA 487"
"43879","231456_at",NA,NA
"43880","231457_at",NA,NA
"43881","231458_at","LINC00658","long intergenic non-protein coding RNA 658"
"43882","231459_at","LOC101927839","uncharacterized LOC101927839"
"43883","231460_at",NA,NA
"43884","231461_at","KRT71","keratin 71"
"43885","231462_at","TMEM114","transmembrane protein 114"
"43886","231463_at","CNTD1","cyclin N-terminal domain containing 1"
"43887","231464_at",NA,NA
"43888","231465_at",NA,NA
"43889","231466_at","FAM71F1","family with sequence similarity 71 member F1"
"43890","231467_at",NA,NA
"43891","231468_at","SH3BP4","SH3 domain binding protein 4"
"43892","231469_at","NTRK3-AS1","NTRK3 antisense RNA 1"
"43893","231470_at","LINC00664","long intergenic non-protein coding RNA 664"
"43894","231471_at",NA,NA
"43895","231472_at","FBXO15","F-box protein 15"
"43896","231473_at","LINC02349","long intergenic non-protein coding RNA 2349"
"43897","231474_at","KHDC3L","KH domain containing 3 like, subcortical maternal complex member"
"43898","231475_at","TBC1D21","TBC1 domain family member 21"
"43899","231476_at",NA,NA
"43900","231477_at",NA,NA
"43901","231478_at","PDE4C","phosphodiesterase 4C"
"43902","231478_at","LOC729966","uncharacterized LOC729966"
"43903","231479_at","TTC33","tetratricopeptide repeat domain 33"
"43904","231480_at","SLC6A19","solute carrier family 6 member 19"
"43905","231481_at","CCNB3","cyclin B3"
"43906","231482_at","LINC01206","long intergenic non-protein coding RNA 1206"
"43907","231483_at","LOC100505985","uncharacterized LOC100505985"
"43908","231484_at",NA,NA
"43909","231485_at","SLIT1-AS1","SLIT1 antisense RNA 1"
"43910","231486_x_at",NA,NA
"43911","231487_at","COX8C","cytochrome c oxidase subunit 8C"
"43912","231488_at","OTP","orthopedia homeobox"
"43913","231489_x_at","CREG2","cellular repressor of E1A stimulated genes 2"
"43914","231490_at",NA,NA
"43915","231491_at","LINC00113","long intergenic non-protein coding RNA 113"
"43916","231492_at","LINC01523","long intergenic non-protein coding RNA 1523"
"43917","231493_at",NA,NA
"43918","231494_at",NA,NA
"43919","231495_at",NA,NA
"43920","231496_at","FCAMR","Fc fragment of IgA and IgM receptor"
"43921","231497_at","ZBTB20-AS1","ZBTB20 antisense RNA 1"
"43922","231498_at",NA,NA
"43923","231499_s_at",NA,NA
"43924","231500_s_at","BOLA2","bolA family member 2"
"43925","231501_at",NA,NA
"43926","231502_at",NA,NA
"43927","231503_at","LOC102546299","uncharacterized LOC102546299"
"43928","231504_at","CCDC148","coiled-coil domain containing 148"
"43929","231505_s_at","SFXN4","sideroflexin 4"
"43930","231506_at",NA,NA
"43931","231507_at",NA,NA
"43932","231508_s_at",NA,NA
"43933","231509_at","PPP1R17","protein phosphatase 1 regulatory subunit 17"
"43934","231510_at",NA,NA
"43935","231511_at","FRAS1","Fraser extracellular matrix complex subunit 1"
"43936","231512_at","ATP13A4-AS1","ATP13A4 antisense RNA 1"
"43937","231513_at",NA,NA
"43938","231514_at","C1orf94","chromosome 1 open reading frame 94"
"43939","231515_at",NA,NA
"43940","231516_at",NA,NA
"43941","231517_at","ZYG11A","zyg-11 family member A, cell cycle regulator"
"43942","231518_at","LINC00922","long intergenic non-protein coding RNA 922"
"43943","231519_at",NA,NA
"43944","231520_at","SLC35F3","solute carrier family 35 member F3"
"43945","231521_at","STAG3L4","stromal antigen 3-like 4 (pseudogene)"
"43946","231521_at","PMS2P4","PMS1 homolog 2, mismatch repair system component pseudogene 4"
"43947","231522_at","C20orf144","chromosome 20 open reading frame 144"
"43948","231523_at","FGF14","fibroblast growth factor 14"
"43949","231524_at","KCNAB1","potassium voltage-gated channel subfamily A member regulatory beta subunit 1"
"43950","231525_at","IQCF5","IQ motif containing F5"
"43951","231526_at",NA,NA
"43952","231527_at",NA,NA
"43953","231528_at",NA,NA
"43954","231529_at","MEG3","maternally expressed 3"
"43955","231530_s_at","C11orf1","chromosome 11 open reading frame 1"
"43956","231531_at","FANCD2OS","FANCD2 opposite strand"
"43957","231532_at","NCAM1","neural cell adhesion molecule 1"
"43958","231533_at",NA,NA
"43959","231534_at","CDK1","cyclin dependent kinase 1"
"43960","231535_x_at","ROPN1","rhophilin associated tail protein 1"
"43961","231536_at",NA,NA
"43962","231537_at",NA,NA
"43963","231538_at","C11orf1","chromosome 11 open reading frame 1"
"43964","231539_at",NA,NA
"43965","231540_at","LOC100130691","uncharacterized LOC100130691"
"43966","231541_s_at","SPAG5-AS1","SPAG5 antisense RNA 1"
"43967","231542_at","SPAG5-AS1","SPAG5 antisense RNA 1"
"43968","231543_at","PLEKHA8","pleckstrin homology domain containing A8"
"43969","231544_s_at","POLR3G","RNA polymerase III subunit G"
"43970","231545_at",NA,NA
"43971","231546_at",NA,NA
"43972","231547_at","ZBTB37","zinc finger and BTB domain containing 37"
"43973","231548_at","FOXO3","forkhead box O3"
"43974","231549_at","C1orf158","chromosome 1 open reading frame 158"
"43975","231550_at",NA,NA
"43976","231551_at","TEX46","testis expressed 46"
"43977","231552_at",NA,NA
"43978","231553_s_at","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3"
"43979","231554_at","TPD52L3","TPD52 like 3"
"43980","231555_at",NA,NA
"43981","231556_at",NA,NA
"43982","231557_at",NA,NA
"43983","231558_at","INSM1","INSM transcriptional repressor 1"
"43984","231559_at","NNMT","nicotinamide N-methyltransferase"
"43985","231560_at",NA,NA
"43986","231561_s_at","APOC2","apolipoprotein C2"
"43987","231562_at","APOC2","apolipoprotein C2"
"43988","231563_at","LOC100505824","uncharacterized LOC100505824"
"43989","231564_at","MANEAL","mannosidase endo-alpha like"
"43990","231565_at","CFAP299","cilia and flagella associated protein 299"
"43991","231566_at","NOXRED1","NADP dependent oxidoreductase domain containing 1"
"43992","231567_s_at","CCDC62","coiled-coil domain containing 62"
"43993","231568_at","CT47A11","cancer/testis antigen family 47 member A11"
"43994","231568_at","CT47A7","cancer/testis antigen family 47 member A7"
"43995","231568_at","CT47A10","cancer/testis antigen family 47 member A10"
"43996","231568_at","CT47A9","cancer/testis antigen family 47 member A9"
"43997","231568_at","CT47A8","cancer/testis antigen family 47 member A8"
"43998","231568_at","CT47A6","cancer/testis antigen family 47 member A6"
"43999","231568_at","CT47A5","cancer/testis antigen family 47 member A5"
"44000","231568_at","CT47A4","cancer/testis antigen family 47 member A4"
"44001","231568_at","CT47A3","cancer/testis antigen family 47 member A3"
"44002","231568_at","CT47A2","cancer/testis antigen family 47 member A2"
"44003","231568_at","CT47A1","cancer/testis antigen family 47 member A1"
"44004","231568_at","CT47A12","cancer/testis antigen family 47 member A12"
"44005","231569_at","TMEM31","transmembrane protein 31"
"44006","231570_at","SAXO1","stabilizer of axonemal microtubules 1"
"44007","231571_at","LINC01015","long intergenic non-protein coding RNA 1015"
"44008","231572_at","PRSS37","serine protease 37"
"44009","231573_at","FATE1","fetal and adult testis expressed 1"
"44010","231574_at",NA,NA
"44011","231575_at","EGR4","early growth response 4"
"44012","231576_at",NA,NA
"44013","231577_s_at","GBP1","guanylate binding protein 1"
"44014","231578_at","GBP1","guanylate binding protein 1"
"44015","231579_s_at","TIMP2","TIMP metallopeptidase inhibitor 2"
"44016","231580_at","LINC01082","long intergenic non-protein coding RNA 1082"
"44017","231581_at","LINC00664","long intergenic non-protein coding RNA 664"
"44018","231582_at","CDHR3","cadherin related family member 3"
"44019","231583_at","KRT74","keratin 74"
"44020","231584_s_at","BCAS4","breast carcinoma amplified sequence 4"
"44021","231585_at","VPS13A","vacuolar protein sorting 13 homolog A"
"44022","231586_at","SPATA42","spermatogenesis associated 42"
"44023","231587_at","APOC3","apolipoprotein C3"
"44024","231588_at","PRCP","prolylcarboxypeptidase"
"44025","231589_at","HSFX3","heat shock transcription factor family, X-linked member 3"
"44026","231590_at","GATM","glycine amidinotransferase"
"44027","231591_at","BHMT","betaine--homocysteine S-methyltransferase"
"44028","231591_at","DMGDH","dimethylglycine dehydrogenase"
"44029","231592_at","XIST","X inactive specific transcript"
"44030","231592_at","TSIX","TSIX transcript, XIST antisense RNA"
"44031","231593_at",NA,NA
"44032","231594_at",NA,NA
"44033","231595_at","MRVI1-AS1","MRVI1 antisense RNA 1"
"44034","231596_at",NA,NA
"44035","231597_x_at",NA,NA
"44036","231598_x_at",NA,NA
"44037","231599_x_at","DPF1","double PHD fingers 1"
"44038","231600_at","CLEC12B","C-type lectin domain family 12 member B"
"44039","231601_at",NA,NA
"44040","231602_at","PRRX2-AS1","PRRX2 antisense RNA 1"
"44041","231603_at","RNASE11","ribonuclease A family member 11 (inactive)"
"44042","231604_at",NA,NA
"44043","231605_at",NA,NA
"44044","231606_at",NA,NA
"44045","231607_at","LOC100507480","uncharacterized LOC100507480"
"44046","231608_at",NA,NA
"44047","231609_at","C10orf82","chromosome 10 open reading frame 82"
"44048","231610_at",NA,NA
"44049","231611_at",NA,NA
"44050","231612_at","CABS1","calcium binding protein, spermatid associated 1"
"44051","231613_at","MARK1","microtubule affinity regulating kinase 1"
"44052","231614_at","NOVA1","NOVA alternative splicing regulator 1"
"44053","231615_at",NA,NA
"44054","231616_at",NA,NA
"44055","231617_at","TEX33","testis expressed 33"
"44056","231618_s_at","SUN3","Sad1 and UNC84 domain containing 3"
"44057","231619_at",NA,NA
"44058","231620_at","LOC101929315","uncharacterized LOC101929315"
"44059","231621_at","MPZL1","myelin protein zero like 1"
"44060","231622_at","ASB17","ankyrin repeat and SOCS box containing 17"
"44061","231623_at","TMEM174","transmembrane protein 174"
"44062","231624_s_at",NA,NA
"44063","231625_at","SLC22A9","solute carrier family 22 member 9"
"44064","231626_at","TPH1","tryptophan hydroxylase 1"
"44065","231627_at","LINC00919","long intergenic non-protein coding RNA 919"
"44066","231628_s_at","SERPINB6","serpin family B member 6"
"44067","231629_x_at","KLK3","kallikrein related peptidase 3"
"44068","231630_at",NA,NA
"44069","231631_at",NA,NA
"44070","231632_at","ERICH4","glutamate rich 4"
"44071","231633_at",NA,NA
"44072","231634_at","SLC12A3","solute carrier family 12 member 3"
"44073","231635_x_at","RNF31","ring finger protein 31"
"44074","231636_s_at",NA,NA
"44075","231637_at","LOC100499194","uncharacterized LOC100499194"
"44076","231638_at","PRSS30P","serine protease 30, pseudogene"
"44077","231639_at","FAM53B-AS1","FAM53B antisense RNA 1"
"44078","231640_at","ETFRF1","electron transfer flavoprotein regulatory factor 1"
"44079","231641_at",NA,NA
"44080","231642_at","C6orf201","chromosome 6 open reading frame 201"
"44081","231643_s_at","CMIP","c-Maf inducing protein"
"44082","231644_at",NA,NA
"44083","231645_s_at",NA,NA
"44084","231646_at","MUCL3","mucin like 3"
"44085","231647_s_at","FCRL5","Fc receptor like 5"
"44086","231648_at",NA,NA
"44087","231649_at",NA,NA
"44088","231650_s_at","SEZ6L","seizure related 6 homolog like"
"44089","231651_at","EFCAB13","EF-hand calcium binding domain 13"
"44090","231652_at",NA,NA
"44091","231653_at","ITPRID1","ITPR interacting domain containing 1"
"44092","231654_s_at",NA,NA
"44093","231655_x_at","SERPINB6","serpin family B member 6"
"44094","231656_x_at","OSBPL10","oxysterol binding protein like 10"
"44095","231657_s_at","CCDC74A","coiled-coil domain containing 74A"
"44096","231657_s_at","CCDC74B","coiled-coil domain containing 74B"
"44097","231658_x_at","RPL36","ribosomal protein L36"
"44098","231659_at","ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"44099","231660_at",NA,NA
"44100","231661_at","REG3G","regenerating family member 3 gamma"
"44101","231662_at","ARG1","arginase 1"
"44102","231663_s_at","ARG1","arginase 1"
"44103","231664_at","SLC25A29","solute carrier family 25 member 29"
"44104","231665_at","ARG1","arginase 1"
"44105","231666_at","PAX3","paired box 3"
"44106","231667_at","SLC39A5","solute carrier family 39 member 5"
"44107","231668_x_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"44108","231669_at","SELENOP","selenoprotein P"
"44109","231670_at",NA,NA
"44110","231671_at","FGA","fibrinogen alpha chain"
"44111","231672_at",NA,NA
"44112","231673_at",NA,NA
"44113","231674_at",NA,NA
"44114","231675_s_at","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide"
"44115","231676_s_at",NA,NA
"44116","231677_at",NA,NA
"44117","231678_s_at","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide"
"44118","231679_at",NA,NA
"44119","231680_at",NA,NA
"44120","231681_x_at","HIST3H2A","histone cluster 3 H2A"
"44121","231682_at",NA,NA
"44122","231683_at","GLYAT","glycine-N-acyltransferase"
"44123","231684_at","ANGPTL3","angiopoietin like 3"
"44124","231685_at",NA,NA
"44125","231686_at","GATM","glycine amidinotransferase"
"44126","231687_at","ERICH3-AS1","ERICH3 antisense RNA 1"
"44127","231688_at","MMP8","matrix metallopeptidase 8"
"44128","231689_at","TRPM7","transient receptor potential cation channel subfamily M member 7"
"44129","231690_at",NA,NA
"44130","231691_at","C3P1","complement component 3 precursor pseudogene"
"44131","231692_at","PIGG","phosphatidylinositol glycan anchor biosynthesis class G"
"44132","231693_at","FABP1","fatty acid binding protein 1"
"44133","231694_at","APOA1","apolipoprotein A1"
"44134","231695_at",NA,NA
"44135","231696_x_at","TMEM50B","transmembrane protein 50B"
"44136","231697_s_at","VMP1","vacuole membrane protein 1"
"44137","231698_at","UGP2","UDP-glucose pyrophosphorylase 2"
"44138","231699_at","NFKBIA","NFKB inhibitor alpha"
"44139","231700_at","GUCA1A","guanylate cyclase activator 1A"
"44140","231701_s_at","SHMT1","serine hydroxymethyltransferase 1"
"44141","231702_at","TDO2","tryptophan 2,3-dioxygenase"
"44142","231703_s_at","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide"
"44143","231704_at","CYP3A4","cytochrome P450 family 3 subfamily A member 4"
"44144","231705_at","RIDA","reactive intermediate imine deaminase A homolog"
"44145","231706_s_at","EVX1","even-skipped homeobox 1"
"44146","231707_at","EVX1","even-skipped homeobox 1"
"44147","231708_at","C2CD3","C2 calcium dependent domain containing 3"
"44148","231709_x_at",NA,NA
"44149","231710_at","CAPS","calcyphosine"
"44150","231711_at","ACPP","acid phosphatase, prostate"
"44151","231712_at","ASCL5","achaete-scute family bHLH transcription factor 5"
"44152","231713_s_at","ELP2","elongator acetyltransferase complex subunit 2"
"44153","231714_s_at","AP4B1","adaptor related protein complex 4 subunit beta 1"
"44154","231715_s_at","PYCR2","pyrroline-5-carboxylate reductase 2"
"44155","231715_s_at","MIR6741","microRNA 6741"
"44156","231716_at","RC3H2","ring finger and CCCH-type domains 2"
"44157","231717_s_at","ZNF226","zinc finger protein 226"
"44158","231718_at","SLU7","SLU7 homolog, splicing factor"
"44159","231719_at","TOR1AIP2","torsin 1A interacting protein 2"
"44160","231720_s_at","JAM3","junctional adhesion molecule 3"
"44161","231721_at","JAM3","junctional adhesion molecule 3"
"44162","231722_at","CASP14","caspase 14"
"44163","231723_at","SNX12","sorting nexin 12"
"44164","231724_at","MED26","mediator complex subunit 26"
"44165","231725_at","PCDHB2","protocadherin beta 2"
"44166","231726_at","PCDHB14","protocadherin beta 14"
"44167","231727_s_at","MIF4GD","MIF4G domain containing"
"44168","231728_at","CAPS","calcyphosine"
"44169","231729_s_at","CAPS","calcyphosine"
"44170","231730_at","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"44171","231731_at","OTX2","orthodenticle homeobox 2"
"44172","231732_at","SMPD3","sphingomyelin phosphodiesterase 3"
"44173","231733_at","CARD18","caspase recruitment domain family member 18"
"44174","231734_at","RBP2","retinol binding protein 2"
"44175","231735_s_at","MALAT1","metastasis associated lung adenocarcinoma transcript 1"
"44176","231736_x_at","MGST1","microsomal glutathione S-transferase 1"
"44177","231737_at","CACNG4","calcium voltage-gated channel auxiliary subunit gamma 4"
"44178","231738_at","PCDHB7","protocadherin beta 7"
"44179","231739_at","PRRT1","proline rich transmembrane protein 1"
"44180","231739_at","LOC100507547","uncharacterized LOC100507547"
"44181","231740_at","KCNJ11","potassium voltage-gated channel subfamily J member 11"
"44182","231741_at","S1PR3","sphingosine-1-phosphate receptor 3"
"44183","231742_at","CRX","cone-rod homeobox"
"44184","231743_at","WNT3","Wnt family member 3"
"44185","231743_at","LOC101929777","uncharacterized LOC101929777"
"44186","231744_at","CELF5","CUGBP Elav-like family member 5"
"44187","231745_at","GPR55","G protein-coupled receptor 55"
"44188","231746_at","MIXL1","Mix paired-like homeobox"
"44189","231747_at","CYSLTR1","cysteinyl leukotriene receptor 1"
"44190","231748_at","ULBP3","UL16 binding protein 3"
"44191","231749_at","TIMM13","translocase of inner mitochondrial membrane 13"
"44192","231750_at","PCDHB4","protocadherin beta 4"
"44193","231751_at","ABCG8","ATP binding cassette subfamily G member 8"
"44194","231752_at","NPBWR1","neuropeptides B and W receptor 1"
"44195","231753_s_at","PCDHGC4","protocadherin gamma subfamily C, 4"
"44196","231754_at","PCDHGC4","protocadherin gamma subfamily C, 4"
"44197","231755_at","IL36B","interleukin 36 beta"
"44198","231756_at","ZP4","zona pellucida glycoprotein 4"
"44199","231757_at","TAS2R5","taste 2 receptor member 5"
"44200","231758_at","PRM3","protamine 3"
"44201","231759_at","TAL2","TAL bHLH transcription factor 2"
"44202","231760_at","LINC00029","long intergenic non-protein coding RNA 29"
"44203","231761_at","FFAR1","free fatty acid receptor 1"
"44204","231762_at","FGF10","fibroblast growth factor 10"
"44205","231763_at","POLR3A","RNA polymerase III subunit A"
"44206","231764_at","CHRAC1","chromatin accessibility complex subunit 1"
"44207","231765_at","RBSN","rabenosyn, RAB effector"
"44208","231766_s_at","COL12A1","collagen type XII alpha 1 chain"
"44209","231767_at","HOXB4","homeobox B4"
"44210","231768_at","USF1","upstream transcription factor 1"
"44211","231769_at","FBXO6","F-box protein 6"
"44212","231770_x_at","WDPCP","WD repeat containing planar cell polarity effector"
"44213","231771_at","GJB6","gap junction protein beta 6"
"44214","231772_x_at","CENPH","centromere protein H"
"44215","231773_at","ANGPTL1","angiopoietin like 1"
"44216","231774_at","KCNIP3","potassium voltage-gated channel interacting protein 3"
"44217","231775_at","TNFRSF10A","TNF receptor superfamily member 10a"
"44218","231776_at","EOMES","eomesodermin"
"44219","231777_at","LY6G5B","lymphocyte antigen 6 family member G5B"
"44220","231777_at","CSNK2B","casein kinase 2 beta"
"44221","231778_at","DLX3","distal-less homeobox 3"
"44222","231779_at","IRAK2","interleukin 1 receptor associated kinase 2"
"44223","231780_at","GBGT1","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
"44224","231781_s_at","LRRC2","leucine rich repeat containing 2"
"44225","231782_s_at","KLK4","kallikrein related peptidase 4"
"44226","231783_at","CHRM1","cholinergic receptor muscarinic 1"
"44227","231784_s_at","DCAF13","DDB1 and CUL4 associated factor 13"
"44228","231785_at","NTF4","neurotrophin 4"
"44229","231785_at","CGB7","chorionic gonadotropin subunit beta 7"
"44230","231786_at","HOXA13","homeobox A13"
"44231","231787_at","SLC25A27","solute carrier family 25 member 27"
"44232","231788_at","LPAR5","lysophosphatidic acid receptor 5"
"44233","231789_at","PCDHB15","protocadherin beta 15"
"44234","231790_at","DMGDH","dimethylglycine dehydrogenase"
"44235","231791_at","ASAH2B","N-acylsphingosine amidohydrolase 2B"
"44236","231792_at","MYLK2","myosin light chain kinase 2"
"44237","231793_s_at","CAMK2D","calcium/calmodulin dependent protein kinase II delta"
"44238","231794_at","CTLA4","cytotoxic T-lymphocyte associated protein 4"
"44239","231795_at","GTF2A1L","general transcription factor IIA subunit 1 like"
"44240","231795_at","STON1","stonin 1"
"44241","231796_at","EPHA8","EPH receptor A8"
"44242","231797_at","SIX4","SIX homeobox 4"
"44243","231798_at","NOG","noggin"
"44244","231799_at","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"44245","231800_s_at","DMRT3","doublesex and mab-3 related transcription factor 3"
"44246","231801_at","NFATC2","nuclear factor of activated T cells 2"
"44247","231802_at","CLEC3A","C-type lectin domain family 3 member A"
"44248","231803_at","FGF11","fibroblast growth factor 11"
"44249","231804_at","RXFP1","relaxin family peptide receptor 1"
"44250","231805_at","PRLHR","prolactin releasing hormone receptor"
"44251","231806_s_at","STK36","serine/threonine kinase 36"
"44252","231807_at","KIAA1217","KIAA1217"
"44253","231808_at","OIP5-AS1","OIP5 antisense RNA 1"
"44254","231809_x_at","PDCD7","programmed cell death 7"
"44255","231810_at","BRI3BP","BRI3 binding protein"
"44256","231810_at","THRIL","TNF and HNRNPL related immunoregulatory long non-coding RNA"
"44257","231811_at","WASH5P","WASP family homolog 5, pseudogene"
"44258","231811_at","WASH3P","WASP family homolog 3, pseudogene"
"44259","231811_at","WASH2P","WASP family homolog 2, pseudogene"
"44260","231811_at","WASH7P","WASP family homolog 7, pseudogene"
"44261","231811_at","WASHC1","WASH complex subunit 1"
"44262","231811_at","WASH8P","WAS protein family homolog 8, pseudogene"
"44263","231812_x_at","PHAX","phosphorylated adaptor for RNA export"
"44264","231813_s_at","COG1","component of oligomeric golgi complex 1"
"44265","231814_at","MUC12","mucin 12, cell surface associated"
"44266","231815_at","PHF12","PHD finger protein 12"
"44267","231816_s_at","UBE2Q1","ubiquitin conjugating enzyme E2 Q1"
"44268","231817_at","USP53","ubiquitin specific peptidase 53"
"44269","231818_x_at",NA,NA
"44270","231819_at","CEBPZOS","CEBPZ opposite strand"
"44271","231820_x_at","ZNF587","zinc finger protein 587"
"44272","231821_x_at","LOC729218","uncharacterized LOC729218"
"44273","231821_x_at","LINC01061","long intergenic non-protein coding RNA 1061"
"44274","231821_x_at","GTF2IP20","general transcription factor IIi pseudogene 20"
"44275","231822_at","CTTNBP2NL","CTTNBP2 N-terminal like"
"44276","231823_s_at","SH3PXD2B","SH3 and PX domains 2B"
"44277","231824_at","LARP1B","La ribonucleoprotein domain family member 1B"
"44278","231825_x_at","ATF7IP","activating transcription factor 7 interacting protein"
"44279","231826_at","RALGAPA2","Ral GTPase activating protein catalytic alpha subunit 2"
"44280","231827_at",NA,NA
"44281","231828_at","CUTALP","cutA divalent cation tolerance homolog-like, pseudogene"
"44282","231829_at","MAVS","mitochondrial antiviral signaling protein"
"44283","231830_x_at","RAB11FIP1","RAB11 family interacting protein 1"
"44284","231831_at","COX19","cytochrome c oxidase assembly factor COX19"
"44285","231832_at","POC1B","POC1 centriolar protein B"
"44286","231832_at","GALNT4","polypeptide N-acetylgalactosaminyltransferase 4"
"44287","231832_at","POC1B-GALNT4","POC1B-GALNT4 readthrough"
"44288","231833_at","RBM33","RNA binding motif protein 33"
"44289","231834_at","RBM33","RNA binding motif protein 33"
"44290","231835_at","PRXL2B","peroxiredoxin like 2B"
"44291","231836_at","ZNF875","zinc finger protein 875"
"44292","231837_at","USP28","ubiquitin specific peptidase 28"
"44293","231838_at","PABPC1L","poly(A) binding protein cytoplasmic 1 like"
"44294","231839_at","PDE12","phosphodiesterase 12"
"44295","231840_x_at","LYRM7","LYR motif containing 7"
"44296","231841_s_at","JCAD","junctional cadherin 5 associated"
"44297","231842_at","JCAD","junctional cadherin 5 associated"
"44298","231843_at","DDX55","DEAD-box helicase 55"
"44299","231844_at","MGC27345","uncharacterized protein MGC27345"
"44300","231844_at","RBM28","RNA binding motif protein 28"
"44301","231845_at","AARS2","alanyl-tRNA synthetase 2, mitochondrial"
"44302","231846_at","FOXRED2","FAD dependent oxidoreductase domain containing 2"
"44303","231847_at","ANKRD54","ankyrin repeat domain 54"
"44304","231848_x_at","ZNF207","zinc finger protein 207"
"44305","231849_at","KRT80","keratin 80"
"44306","231850_x_at","CEP44","centrosomal protein 44"
"44307","231851_at","RAVER2","ribonucleoprotein, PTB binding 2"
"44308","231852_at","ERI1","exoribonuclease 1"
"44309","231853_at","TUBD1","tubulin delta 1"
"44310","231854_at","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
"44311","231855_at","CIP2A","cell proliferation regulating inhibitor of protein phosphatase 2A"
"44312","231856_at","ARFGEF3","ARFGEF family member 3"
"44313","231857_s_at","AGBL5","ATP/GTP binding protein like 5"
"44314","231858_x_at","AP5B1","adaptor related protein complex 5 subunit beta 1"
"44315","231859_at","C14orf132","chromosome 14 open reading frame 132"
"44316","231860_at","BRWD1","bromodomain and WD repeat domain containing 1"
"44317","231861_at","LRP10","LDL receptor related protein 10"
"44318","231862_at","CBX5","chromobox 5"
"44319","231863_at","ING3","inhibitor of growth family member 3"
"44320","231864_at","ZNF33A","zinc finger protein 33A"
